"country","city","street","housenumber"
"AM","Yerevan","Տիգրան Մեծի պողոտա","27"
"AM","Yerevan","Տիգրան Մեծի պողոտա","27/1"
"AM","Yerevan","Տիգրան Մեծի պողոտա","27/a"
"AM","Yerevan","Տիգրան Մեծի պողոտա","29"
"AM","Yerevan","Տիչինայի 2-րդ նրբանցք","13"
"AM","Yerevan","Տիչինայի 2-րդ նրբանցք","15"
"AM","Աբովյան","Գեղարդի փողոց","5"
"AM","Աբովյան","Հանրապետության պողոտա","34"
"AM","Ավան-Առինջ","avan-arinj","1/8"
"AM","Երեվան","Arshakuniats avenue","56/1"
"AM","Երևան","1 միկրո","4"
"AM","Երևան","16 թաղամաս","40"
"AM","Երևան","16 թաղամաս","41"
"AM","Երևան","16 թաղամաս","42"
"AM","Երևան","16 թաղամաս","43"
"AM","Երևան","16 թաղամաս","44"
"AM","Երևան","Admiral Isakov Avenue","26"
"AM","Երևան","Admiral Isakov Avenue","29"
"AM","Երևան","Admiral Isakov Avenue","32"
"AM","Երևան","Admiral Isakov Avenue","32/1"
"AM","Երևան","Admiral Isakov Avenue","32/9"
"AM","Երևան","Avan-Arinj","1/1"
"AM","Երևան","Avan-Arinj","1/11"
"AM","Երևան","Avan-Arinj","1/12"
"AM","Երևան","Avan-Arinj","1/15"
"AM","Երևան","Avan-Arinj","1/16"
"AM","Երևան","Avan-Arinj","1/2"
"AM","Երևան","Avan-Arinj","1/3"
"AM","Երևան","Avan-Arinj","1/7"
"AM","Երևան","Avan-Arinj","1/8"
"AM","Երևան","Avan-Arinj","2/10"
"AM","Երևան","Avan-Arinj","2/11"
"AM","Երևան","Avan-Arinj","2/12"
"AM","Երևան","Avan-Arinj","2/13"
"AM","Երևան","Avan-Arinj","2/14"
"AM","Երևան","Avan-Arinj","2/5"
"AM","Երևան","Avan-Arinj","2/8"
"AM","Երևան","Avan-Arinj","3/10"
"AM","Երևան","Avan-Arinj","3/3"
"AM","Երևան","Avan-Arinj","3/7"
"AM","Երևան","Avan-Arinj","4/1"
"AM","Երևան","Avan-Arinj","4/2"
"AM","Երևան","Bagratunyats Avenue","38"
"AM","Երևան","Bashinjaghyan street","187"
"AM","Երևան","Bashinjaghyan street","190"
"AM","Երևան","Duryan taghamas","31"
"AM","Երևան","Duryan taghamas","44"
"AM","Երևան","Duryan taghamas","45"
"AM","Երևան","Duryan taghamas","46"
"AM","Երևան","Duryan taghamas","47"
"AM","Երևան","Gagarin street","1"
"AM","Երևան","Gagarin street","10"
"AM","Երևան","Gagarin street","11"
"AM","Երևան","Gagarin street","12"
"AM","Երևան","Gagarin street","13"
"AM","Երևան","Gagarin street","14"
"AM","Երևան","Gagarin street","15"
"AM","Երևան","Gagarin street","16"
"AM","Երևան","Gagarin street","17"
"AM","Երևան","Gagarin street","18"
"AM","Երևան","Gagarin street","19"
"AM","Երևան","Gagarin street","1a"
"AM","Երևան","Gagarin street","2"
"AM","Երևան","Gagarin street","20"
"AM","Երևան","Gagarin street","21"
"AM","Երևան","Gagarin street","22"
"AM","Երևան","Gagarin street","23"
"AM","Երևան","Gagarin street","24"
"AM","Երևան","Gagarin street","24a"
"AM","Երևան","Gagarin street","25"
"AM","Երևան","Gagarin street","26"
"AM","Երևան","Gagarin street","27"
"AM","Երևան","Gagarin street","28"
"AM","Երևան","Gagarin street","28/1"
"AM","Երևան","Gagarin street","29"
"AM","Երևան","Gagarin street","29a"
"AM","Երևան","Gagarin street","3"
"AM","Երևան","Gagarin street","30"
"AM","Երևան","Gagarin street","31"
"AM","Երևան","Gagarin street","32"
"AM","Երևան","Gagarin street","33"
"AM","Երևան","Gagarin street","34"
"AM","Երևան","Gagarin street","35"
"AM","Երևան","Gagarin street","36"
"AM","Երևան","Gagarin street","37"
"AM","Երևան","Gagarin street","38"
"AM","Երևան","Gagarin street","39"
"AM","Երևան","Gagarin street","4"
"AM","Երևան","Gagarin street","40"
"AM","Երևան","Gagarin street","41"
"AM","Երևան","Gagarin street","43"
"AM","Երևան","Gagarin street","44"
"AM","Երևան","Gagarin street","45"
"AM","Երևան","Gagarin street","47"
"AM","Երևան","Gagarin street","48"
"AM","Երևան","Gagarin street","49"
"AM","Երևան","Gagarin street","5"
"AM","Երևան","Gagarin street","50"
"AM","Երևան","Gagarin street","52"
"AM","Երևան","Gagarin street","54"
"AM","Երևան","Gagarin street","56"
"AM","Երևան","Gagarin street","58"
"AM","Երևան","Gagarin street","6"
"AM","Երևան","Gagarin street","60"
"AM","Երևան","Gagarin street","62"
"AM","Երևան","Gagarin street","64"
"AM","Երևան","Gagarin street","7"
"AM","Երևան","Gagarin street","8"
"AM","Երևան","Gagarin street","9"
"AM","Երևան","Hakobiants street","21"
"AM","Երևան","Mamikonyan street","26"
"AM","Երևան","Mamikonyan street","28"
"AM","Երևան","Mamikonyan street","30"
"AM","Երևան","Mamikonyan street","32"
"AM","Երևան","Mamikonyan street","34"
"AM","Երևան","Mamikonyan street","36"
"AM","Երևան","Mamikonyan street","38"
"AM","Երևան","Mamikonyan street","4"
"AM","Երևան","Mamikonyan street","40"
"AM","Երևան","Mamikonyan street","40a"
"AM","Երևան","Mamikonyan street","42"
"AM","Երևան","Mamikonyan street","44"
"AM","Երևան","Mamikonyan street","45"
"AM","Երևան","Mamikonyan street","46"
"AM","Երևան","Mamikonyan street","47"
"AM","Երևան","Mamikonyan street","48"
"AM","Երևան","Mamikonyan street","49"
"AM","Երևան","Mamikonyan street","50"
"AM","Երևան","Mamikonyan street","51"
"AM","Երևան","Mamikonyan street","55"
"AM","Երևան","Mamikonyan street","55/1"
"AM","Երևան","Mamikonyan street","57"
"AM","Երևան","Mamikonyan street","59"
"AM","Երևան","Mamikonyan street","6"
"AM","Երևան","Mamikonyan street","61"
"AM","Երևան","Mamikonyan street","63"
"AM","Երևան","Mamikonyan street","63a"
"AM","Երևան","Mamikonyan street","65"
"AM","Երևան","Mamikonyan street","6a"
"AM","Երևան","Ohanov Street","13"
"AM","Երևան","Ohanov Street","15"
"AM","Երևան","Ohanov Street","20"
"AM","Երևան","Ohanov Street","34"
"AM","Երևան","Ohanov Street","36"
"AM","Երևան","Ohanov Street","38"
"AM","Երևան","Ohanov Street","40"
"AM","Երևան","Ohanov Street","44"
"AM","Երևան","Ohanov Street","50"
"AM","Երևան","Ohanov Street","52"
"AM","Երևան","Ohanov Street","6/1"
"AM","Երևան","Sebastia Street","141/3"
"AM","Երևան","Sebastia Street","24/2"
"AM","Երևան","Sebastia Street","37"
"AM","Երևան","Sebastia Street","89a"
"AM","Երևան","Shahumyan 16th street","10a"
"AM","Երևան","Shahumyan 16th street","11"
"AM","Երևան","Shahumyan 16th street","12"
"AM","Երևան","Shahumyan 16th street","12a"
"AM","Երևան","Shahumyan 16th street","13"
"AM","Երևան","Shahumyan 16th street","14"
"AM","Երևան","Shahumyan 16th street","15"
"AM","Երևան","Shahumyan 16th street","16"
"AM","Երևան","Shahumyan 16th street","16a"
"AM","Երևան","Shahumyan 16th street","17"
"AM","Երևան","Shahumyan 16th street","18"
"AM","Երևան","Shahumyan 16th street","19"
"AM","Երևան","Shahumyan 16th street","2"
"AM","Երևան","Shahumyan 16th street","20"
"AM","Երևան","Shahumyan 16th street","23"
"AM","Երևան","Shahumyan 16th street","25"
"AM","Երևան","Shahumyan 16th street","27"
"AM","Երևան","Shahumyan 16th street","29"
"AM","Երևան","Shahumyan 16th street","31"
"AM","Երևան","Shahumyan 16th street","33"
"AM","Երևան","Shahumyan 16th street","35"
"AM","Երևան","Shahumyan 16th street","4"
"AM","Երևան","Shahumyan 16th street","56/1"
"AM","Երևան","Shahumyan 16th street","6"
"AM","Երևան","Shahumyan 16th street","6/1"
"AM","Երևան","Shahumyan 16th street","7"
"AM","Երևան","Shahumyan 16th street","7a"
"AM","Երևան","Shahumyan 16th street","8"
"AM","Երևան","Shahumyan 16th street","8a"
"AM","Երևան","Shahumyan 16th street","9"
"AM","Երևան","Tichina street 1st deadlock","10"
"AM","Երևան","Tichina street 1st deadlock","11"
"AM","Երևան","Tichina street 1st deadlock","12"
"AM","Երևան","Tichina street 1st deadlock","13"
"AM","Երևան","Tichina street 1st deadlock","15"
"AM","Երևան","Tichina street 1st deadlock","17"
"AM","Երևան","Tichina street 1st deadlock","2"
"AM","Երևան","Tichina street 1st deadlock","21"
"AM","Երևան","Tichina street 1st deadlock","4"
"AM","Երևան","Tichina street 1st deadlock","6"
"AM","Երևան","Tichina street 1st deadlock","7"
"AM","Երևան","Tichina street 1st deadlock","8"
"AM","Երևան","Tichina street 1st deadlock","9"
"AM","Երևան","Tichina street","1"
"AM","Երևան","Tichina street","10"
"AM","Երևան","Tichina street","11"
"AM","Երևան","Tichina street","12"
"AM","Երևան","Tichina street","12a"
"AM","Երևան","Tichina street","13"
"AM","Երևան","Tichina street","14"
"AM","Երևան","Tichina street","15"
"AM","Երևան","Tichina street","150"
"AM","Երևան","Tichina street","16"
"AM","Երևան","Tichina street","17"
"AM","Երևան","Tichina street","18"
"AM","Երևան","Tichina street","19"
"AM","Երևան","Tichina street","2"
"AM","Երևան","Tichina street","20"
"AM","Երևան","Tichina street","21"
"AM","Երևան","Tichina street","21a"
"AM","Երևան","Tichina street","22"
"AM","Երևան","Tichina street","23"
"AM","Երևան","Tichina street","24"
"AM","Երևան","Tichina street","25"
"AM","Երևան","Tichina street","26"
"AM","Երևան","Tichina street","28"
"AM","Երևան","Tichina street","296"
"AM","Երևան","Tichina street","298"
"AM","Երևան","Tichina street","3"
"AM","Երևան","Tichina street","30"
"AM","Երևան","Tichina street","300"
"AM","Երևան","Tichina street","302"
"AM","Երևան","Tichina street","304"
"AM","Երևան","Tichina street","306"
"AM","Երևան","Tichina street","32"
"AM","Երևան","Tichina street","34"
"AM","Երևան","Tichina street","36"
"AM","Երևան","Tichina street","38"
"AM","Երևան","Tichina street","3a"
"AM","Երևան","Tichina street","4"
"AM","Երևան","Tichina street","55"
"AM","Երևան","Tichina street","6"
"AM","Երևան","Tichina street","7"
"AM","Երևան","Tichina street","8"
"AM","Երևան","Tichina street","9"
"AM","Երևան","Tserents 4th lane","1"
"AM","Երևան","Tserents 4th lane","10"
"AM","Երևան","Tserents 4th lane","3"
"AM","Երևան","Tserents 4th lane","8"
"AM","Երևան","Tserents street 4th lane","7"
"AM","Երևան","Tserents street 4th lane","9"
"AM","Երևան","Tserents street","100"
"AM","Երևան","Tserents street","102"
"AM","Երևան","Tserents street","104"
"AM","Երևան","Tserents street","106"
"AM","Երևան","Tserents street","108"
"AM","Երևան","Tserents street","110"
"AM","Երևան","Tserents street","16"
"AM","Երևան","Tserents street","18"
"AM","Երևան","Tserents street","20"
"AM","Երևան","Tserents street","22"
"AM","Երևան","Tserents street","24"
"AM","Երևան","Tserents street","26"
"AM","Երևան","Tserents street","28"
"AM","Երևան","Tserents street","29"
"AM","Երևան","Tserents street","3"
"AM","Երևան","Tserents street","31"
"AM","Երևան","Tserents street","32"
"AM","Երևան","Tserents street","33"
"AM","Երևան","Tserents street","34"
"AM","Երևան","Tserents street","36"
"AM","Երևան","Tserents street","37"
"AM","Երևան","Tserents street","39"
"AM","Երևան","Tserents street","4"
"AM","Երևան","Tserents street","40"
"AM","Երևան","Tserents street","42"
"AM","Երևան","Tserents street","44"
"AM","Երևան","Tserents street","46"
"AM","Երևան","Tserents street","48"
"AM","Երևան","Tserents street","5"
"AM","Երևան","Tserents street","50"
"AM","Երևան","Tserents street","59"
"AM","Երևան","Tserents street","6"
"AM","Երևան","Tserents street","61"
"AM","Երևան","Tserents street","63"
"AM","Երևան","Tserents street","65"
"AM","Երևան","Tserents street","67"
"AM","Երևան","Tserents street","68"
"AM","Երևան","Tserents street","69"
"AM","Երևան","Tserents street","7"
"AM","Երևան","Tserents street","70"
"AM","Երևան","Tserents street","71"
"AM","Երևան","Tserents street","72"
"AM","Երևան","Tserents street","72a"
"AM","Երևան","Tserents street","73"
"AM","Երևան","Tserents street","74"
"AM","Երևան","Tserents street","75"
"AM","Երևան","Tserents street","75a"
"AM","Երևան","Tserents street","76"
"AM","Երևան","Tserents street","77"
"AM","Երևան","Tserents street","78"
"AM","Երևան","Tserents street","79"
"AM","Երևան","Tserents street","8"
"AM","Երևան","Tserents street","80"
"AM","Երևան","Tserents street","81"
"AM","Երևան","Tserents street","82"
"AM","Երևան","Tserents street","83"
"AM","Երևան","Tserents street","83a"
"AM","Երևան","Tserents street","84"
"AM","Երևան","Tserents street","85"
"AM","Երևան","Tserents street","86"
"AM","Երևան","Tserents street","87"
"AM","Երևան","Tserents street","88"
"AM","Երևան","Tserents street","89"
"AM","Երևան","Tserents street","90"
"AM","Երևան","Tserents street","92"
"AM","Երևան","Tserents street","94"
"AM","Երևան","Tserents street","96"
"AM","Երևան","Tserents street","98"
"AM","Երևան","Verfel street","15"
"AM","Երևան","Zoravar Andranik street","19"
"AM","Երևան","Zoravar Andranik street","21"
"AM","Երևան","Zoravar Andranik street","23"
"AM","Երևան","Zoravar Andranik street","25"
"AM","Երևան","Zoravar Andranik street","27"
"AM","Երևան","Zoravar Andranik street","29"
"AM","Երևան","Zoravar Andranik street","31"
"AM","Երևան","Zoravar Andranik street","33"
"AM","Երևան","Zoravar Andranik street","35"
"AM","Երևան","Ա/Առինջ 2-րդ մկշ\n","1/13"
"AM","Երևան","Աբելյան փողոց","11"
"AM","Երևան","Աբելյան փողոց","13"
"AM","Երևան","Աբելյան փողոց","17"
"AM","Երևան","Աբելյան փողոց","3"
"AM","Երևան","Աբելյան փողոց","5"
"AM","Երևան","Աբելյան փողոց","7"
"AM","Երևան","Աբելյան փողոց","9"
"AM","Երևան","Աբովյան փողոց","10"
"AM","Երևան","Աբովյան փողոց","11"
"AM","Երևան","Աբովյան փողոց","13"
"AM","Երևան","Աբովյան փողոց","14"
"AM","Երևան","Աբովյան փողոց","17"
"AM","Երևան","Աբովյան փողոց","19"
"AM","Երևան","Աբովյան փողոց","20"
"AM","Երևան","Աբովյան փողոց","21"
"AM","Երևան","Աբովյան փողոց","22"
"AM","Երևան","Աբովյան փողոց","23"
"AM","Երևան","Աբովյան փողոց","25"
"AM","Երևան","Աբովյան փողոց","3/1"
"AM","Երևան","Աբովյան փողոց","37"
"AM","Երևան","Աբովյան փողոց","39"
"AM","Երևան","Աբովյան փողոց","41"
"AM","Երևան","Աբովյան փողոց","47"
"AM","Երևան","Աբովյան փողոց","52a"
"AM","Երևան","Աբովյան փողոց","54"
"AM","Երևան","Աբովյան փողոց","62"
"AM","Երևան","Աբովյան փողոց","8"
"AM","Երևան","Աբովյան փողոց","9"
"AM","Երևան","Ազատամարտիկների փողոց","78"
"AM","Երևան","Ազատամարտիկների փողոց","78/1"
"AM","Երևան","Ազատամարտիկների փողոց","78/2"
"AM","Երևան","Ազատամարտիկների փողոց","80"
"AM","Երևան","Ազատության պողոտա նրբանցք","2"
"AM","Երևան","Ազատության պողոտա նրբանցք","2b"
"AM","Երևան","Ազատության պողոտա նրբանցք","3"
"AM","Երևան","Ազատության պողոտա նրբանցք","4"
"AM","Երևան","Ազատության պողոտա նրբանցք","5"
"AM","Երևան","Ազատության պողոտա","1"
"AM","Երևան","Ազատության պողոտա","1/18"
"AM","Երևան","Ազատության պողոտա","1/21"
"AM","Երևան","Ազատության պողոտա","10"
"AM","Երևան","Ազատության պողոտա","11"
"AM","Երևան","Ազատության պողոտա","12"
"AM","Երևան","Ազատության պողոտա","12/1"
"AM","Երևան","Ազատության պողոտա","12/2"
"AM","Երևան","Ազատության պողոտա","12/3"
"AM","Երևան","Ազատության պողոտա","12/4"
"AM","Երևան","Ազատության պողոտա","14"
"AM","Երևան","Ազատության պողոտա","16"
"AM","Երևան","Ազատության պողոտա","16/1"
"AM","Երևան","Ազատության պողոտա","17"
"AM","Երևան","Ազատության պողոտա","18"
"AM","Երևան","Ազատության պողոտա","19"
"AM","Երևան","Ազատության պողոտա","2"
"AM","Երևան","Ազատության պողոտա","23"
"AM","Երևան","Ազատության պողոտա","24"
"AM","Երևան","Ազատության պողոտա","24/11"
"AM","Երևան","Ազատության պողոտա","24/3"
"AM","Երևան","Ազատության պողոտա","25"
"AM","Երևան","Ազատության պողոտա","3"
"AM","Երևան","Ազատության պողոտա","3/1"
"AM","Երևան","Ազատության պողոտա","4"
"AM","Երևան","Ազատության պողոտա","6"
